Passenger_ID,Survived,Class,Name,Gender,Age (Years),Siblings_Spouse_On_Board,Parents_Childern_On_Board,Ticket,Fare (GBP),Cabin,Embarked
274,No,First,"Natsch, Mr. Charles H",Male,37,0,1,PC 17596,29.7,C118,Cherbourg
275,Yes,Third,"Healy, Miss. Hanora ""Nora""",Female,,0,0,370375,7.75,,Queenstown
276,Yes,First,"Andrews, Miss. Kornelia Theodosia",Female,63,1,0,13502,77.9583,D7,Southampton
277,No,Third,"Lindblom, Miss. Augusta Charlotta",Female,45,0,0,347073,7.75,,Southampton
278,No,Second,"Parkes, Mr. Francis ""Frank""",Male,,0,0,239853,0,,Southampton
279,No,Third,"Rice, Master. Eric",Male,7,4,1,382652,29.125,,Queenstown
280,Yes,Third,"Abbott, Mrs. Stanton (Rosa Hunt)",Female,35,1,1,C.A. 2673,20.25,,Southampton
281,No,Third,"Duane, Mr. Frank",Male,65,0,0,336439,7.75,,Queenstown
282,No,Third,"Olsson, Mr. Nils Johan Goransson",Male,28,0,0,347464,7.8542,,Southampton
283,No,Third,"de Pelsmaeker, Mr. Alfons",Male,16,0,0,345778,9.5,,Southampton
284,Yes,Third,"Dorking, Mr. Edward Arthur",Male,19,0,0,A/5. 10482,8.05,,Southampton
285,No,First,"Smith, Mr. Richard William",Male,,0,0,113056,26,A19,Southampton
286,No,Third,"Stankovic, Mr. Ivan",Male,33,0,0,349239,8.6625,,Cherbourg
287,Yes,Third,"de Mulder, Mr. Theodore",Male,30,0,0,345774,9.5,,Southampton
288,No,Third,"Naidenoff, Mr. Penko",Male,22,0,0,349206,7.8958,,Southampton
289,Yes,Second,"Hosono, Mr. Masabumi",Male,42,0,0,237798,13,,Southampton
290,Yes,Third,"Connolly, Miss. Kate",Female,22,0,0,370373,7.75,,Queenstown
291,Yes,First,"Barber, Miss. Ellen ""Nellie""",Female,26,0,0,19877,78.85,,Southampton
292,Yes,First,"Bishop, Mrs. Dickinson H (Helen Walton)",Female,19,1,0,11967,91.0792,B49,Cherbourg
293,No,Second,"Levy, Mr. Rene Jacques",Male,36,0,0,SC/Paris 2163,12.875,D,Cherbourg
294,No,Third,"Haas, Miss. Aloisia",Female,24,0,0,349236,8.85,,Southampton
295,No,Third,"Mineff, Mr. Ivan",Male,24,0,0,349233,7.8958,,Southampton
296,No,First,"Lewy, Mr. Ervin G",Male,,0,0,PC 17612,27.7208,,Cherbourg
297,No,Third,"Hanna, Mr. Mansour",Male,23.5,0,0,2693,7.2292,,Cherbourg
298,No,First,"Allison, Miss. Helen Loraine",Female,2,1,2,113781,151.55,C22 C26,Southampton
299,Yes,First,"Saalfeld, Mr. Adolphe",Male,,0,0,19988,30.5,C106,Southampton
300,Yes,First,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",Female,50,0,1,PC 17558,247.5208,B58 B60,Cherbourg
301,Yes,Third,"Kelly, Miss. Anna Katherine ""Annie Kate""",Female,,0,0,9234,7.75,,Queenstown
302,Yes,Third,"McCoy, Mr. Bernard",Male,,2,0,367226,23.25,,Queenstown
303,No,Third,"Johnson, Mr. William Cahoone Jr",Male,19,0,0,LINE,0,,Southampton
304,Yes,Second,"Keane, Miss. Nora A",Female,,0,0,226593,12.35,E101,Queenstown
305,No,Third,"Williams, Mr. Howard Hugh ""Harry""",Male,,0,0,A/5 2466,8.05,,Southampton
306,Yes,First,"Allison, Master. Hudson Trevor",Male,0.92,1,2,113781,151.55,C22 C26,Southampton
307,Yes,First,"Fleming, Miss. Margaret",Female,,0,0,17421,110.8833,,Cherbourg
308,Yes,First,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",Female,17,1,0,PC 17758,108.9,C65,Cherbourg
309,No,Second,"Abelson, Mr. Samuel",Male,30,1,0,P/PP 3381,24,,Cherbourg
310,Yes,First,"Francatelli, Miss. Laura Mabel",Female,30,0,0,PC 17485,56.9292,E36,Cherbourg
311,Yes,First,"Hays, Miss. Margaret Bechstein",Female,24,0,0,11767,83.1583,C54,Cherbourg
312,Yes,First,"Ryerson, Miss. Emily Borie",Female,18,2,2,PC 17608,262.375,B57 B59 B63 B66,Cherbourg
313,No,Second,"Lahtinen, Mrs. William (Anna Sylfven)",Female,26,1,1,250651,26,,Southampton
314,No,Third,"Hendekovic, Mr. Ignjac",Male,28,0,0,349243,7.8958,,Southampton
315,No,Second,"Hart, Mr. Benjamin",Male,43,1,1,F.C.C. 13529,26.25,,Southampton
316,Yes,Third,"Nilsson, Miss. Helmina Josefina",Female,26,0,0,347470,7.8542,,Southampton
317,Yes,Second,"Kantor, Mrs. Sinai (Miriam Sternin)",Female,24,1,0,244367,26,,Southampton
318,No,Second,"Moraweck, Dr. Ernest",Male,54,0,0,29011,14,,Southampton
319,Yes,First,"Wick, Miss. Mary Natalie",Female,31,0,2,36928,164.8667,C7,Southampton
320,Yes,First,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",Female,40,1,1,16966,134.5,E34,Cherbourg
321,No,Third,"Dennis, Mr. Samuel",Male,22,0,0,A/5 21172,7.25,,Southampton
322,No,Third,"Danoff, Mr. Yoto",Male,27,0,0,349219,7.8958,,Southampton
323,Yes,Second,"Slayter, Miss. Hilda Mary",Female,30,0,0,234818,12.35,,Queenstown
324,Yes,Second,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",Female,22,1,1,248738,29,,Southampton
325,No,Third,"Sage, Mr. George John Jr",Male,,8,2,CA. 2343,69.55,,Southampton
326,Yes,First,"Young, Miss. Marie Grice",Female,36,0,0,PC 17760,135.6333,C32,Cherbourg
327,No,Third,"Nysveen, Mr. Johan Hansen",Male,61,0,0,345364,6.2375,,Southampton
328,Yes,Second,"Ball, Mrs. (Ada E Hall)",Female,36,0,0,28551,13,D,Southampton
329,Yes,Third,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",Female,31,1,1,363291,20.525,,Southampton
330,Yes,First,"Hippach, Miss. Jean Gertrude",Female,16,0,1,111361,57.9792,B18,Cherbourg
331,Yes,Third,"McCoy, Miss. Agnes",Female,,2,0,367226,23.25,,Queenstown
332,No,First,"Partner, Mr. Austen",Male,45.5,0,0,113043,28.5,C124,Southampton
333,No,First,"Graham, Mr. George Edward",Male,38,0,1,PC 17582,153.4625,C91,Southampton
334,No,Third,"Vander Planke, Mr. Leo Edmondus",Male,16,2,0,345764,18,,Southampton
335,Yes,First,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",Female,,1,0,PC 17611,133.65,,Southampton
336,No,Third,"Denkoff, Mr. Mitto",Male,,0,0,349225,7.8958,,Southampton
337,No,First,"Pears, Mr. Thomas Clinton",Male,29,1,0,113776,66.6,C2,Southampton
338,Yes,First,"Burns, Miss. Elizabeth Margaret",Female,41,0,0,16966,134.5,E40,Cherbourg
339,Yes,Third,"Dahl, Mr. Karl Edwart",Male,45,0,0,7598,8.05,,Southampton
340,No,First,"Blackwell, Mr. Stephen Weart",Male,45,0,0,113784,35.5,T,Southampton
341,Yes,Second,"Navratil, Master. Edmond Roger",Male,2,1,1,230080,26,F2,Southampton
342,Yes,First,"Fortune, Miss. Alice Elizabeth",Female,24,3,2,19950,263,C23 C25 C27,Southampton
343,No,Second,"Collander, Mr. Erik Gustaf",Male,28,0,0,248740,13,,Southampton
344,No,Second,"Sedgwick, Mr. Charles Frederick Waddington",Male,25,0,0,244361,13,,Southampton
345,No,Second,"Fox, Mr. Stanley Hubert",Male,36,0,0,229236,13,,Southampton
346,Yes,Second,"Brown, Miss. Amelia ""Mildred""",Female,24,0,0,248733,13,F33,Southampton
347,Yes,Second,"Smith, Miss. Marion Elsie",Female,40,0,0,31418,13,,Southampton
348,Yes,Third,"Davison, Mrs. Thomas Henry (Mary E Finck)",Female,,1,0,386525,16.1,,Southampton
349,Yes,Third,"Coutts, Master. William Loch ""William""",Male,3,1,1,C.A. 37671,15.9,,Southampton
350,No,Third,"Dimic, Mr. Jovan",Male,42,0,0,315088,8.6625,,Southampton
351,No,Third,"Odahl, Mr. Nils Martin",Male,23,0,0,7267,9.225,,Southampton
352,No,First,"Williams-Lambert, Mr. Fletcher Fellows",Male,,0,0,113510,35,C128,Southampton
353,No,Third,"Elias, Mr. Tannous",Male,15,1,1,2695,7.2292,,Cherbourg
354,No,Third,"Arnold-Franchi, Mr. Josef",Male,25,1,0,349237,17.8,,Southampton
355,No,Third,"Yousif, Mr. Wazli",Male,,0,0,2647,7.225,,Cherbourg
356,No,Third,"Vanden Steen, Mr. Leo Peter",Male,28,0,0,345783,9.5,,Southampton
357,Yes,First,"Bowerman, Miss. Elsie Edith",Female,22,0,1,113505,55,E33,Southampton
358,No,Second,"Funk, Miss. Annie Clemmer",Female,38,0,0,237671,13,,Southampton
359,Yes,Third,"McGovern, Miss. Mary",Female,,0,0,330931,7.8792,,Queenstown
360,Yes,Third,"Mockler, Miss. Helen Mary ""Ellie""",Female,,0,0,330980,7.8792,,Queenstown
361,No,Third,"Skoog, Mr. Wilhelm",Male,40,1,4,347088,27.9,,Southampton
362,No,Second,"del Carlo, Mr. Sebastiano",Male,29,1,0,SC/PARIS 2167,27.7208,,Cherbourg
363,No,Third,"Barbara, Mrs. (Catherine David)",Female,45,0,1,2691,14.4542,,Cherbourg
364,No,Third,"Asim, Mr. Adola",Male,35,0,0,SOTON/O.Q. 3101310,7.05,,Southampton
365,No,Third,"O'Brien, Mr. Thomas",Male,,1,0,370365,15.5,,Queenstown
366,No,Third,"Adahl, Mr. Mauritz Nils Martin",Male,30,0,0,C 7076,7.25,,Southampton
367,Yes,First,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",Female,60,1,0,110813,75.25,D37,Cherbourg
368,Yes,Third,"Moussa, Mrs. (Mantoura Boulos)",Female,,0,0,2626,7.2292,,Cherbourg
369,Yes,Third,"Jermyn, Miss. Annie",Female,,0,0,14313,7.75,,Queenstown
370,Yes,First,"Aubart, Mme. Leontine Pauline",Female,24,0,0,PC 17477,69.3,B35,Cherbourg
371,Yes,First,"Harder, Mr. George Achilles",Male,25,1,0,11765,55.4417,E50,Cherbourg
372,No,Third,"Wiklund, Mr. Jakob Alfred",Male,18,1,0,3101267,6.4958,,Southampton
373,No,Third,"Beavan, Mr. William Thomas",Male,19,0,0,323951,8.05,,Southampton
374,No,First,"Ringhini, Mr. Sante",Male,22,0,0,PC 17760,135.6333,,Cherbourg
375,No,Third,"Palsson, Miss. Stina Viola",Female,3,3,1,349909,21.075,,Southampton
376,Yes,First,"Meyer, Mrs. Edgar Joseph (Leila Saks)",Female,,1,0,PC 17604,82.1708,,Cherbourg
377,Yes,Third,"Landergren, Miss. Aurora Adelia",Female,22,0,0,C 7077,7.25,,Southampton
378,No,First,"Widener, Mr. Harry Elkins",Male,27,0,2,113503,211.5,C82,Cherbourg
379,No,Third,"Betros, Mr. Tannous",Male,20,0,0,2648,4.0125,,Cherbourg
380,No,Third,"Gustafsson, Mr. Karl Gideon",Male,19,0,0,347069,7.775,,Southampton
381,Yes,First,"Bidois, Miss. Rosalie",Female,42,0,0,PC 17757,227.525,,Cherbourg
382,Yes,Third,"Nakid, Miss. Maria (""Mary"")",Female,1,0,2,2653,15.7417,,Cherbourg
383,No,Third,"Tikkanen, Mr. Juho",Male,32,0,0,STON/O 2. 3101293,7.925,,Southampton
384,Yes,First,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",Female,35,1,0,113789,52,,Southampton
385,No,Third,"Plotcharsky, Mr. Vasil",Male,,0,0,349227,7.8958,,Southampton
386,No,Second,"Davies, Mr. Charles Henry",Male,18,0,0,S.O.C. 14879,73.5,,Southampton
387,No,Third,"Goodwin, Master. Sidney Leonard",Male,1,5,2,CA 2144,46.9,,Southampton
388,Yes,Second,"Buss, Miss. Kate",Female,36,0,0,27849,13,,Southampton
389,No,Third,"Sadlier, Mr. Matthew",Male,,0,0,367655,7.7292,,Queenstown
390,Yes,Second,"Lehmann, Miss. Bertha",Female,17,0,0,SC 1748,12,,Cherbourg
391,Yes,First,"Carter, Mr. William Ernest",Male,36,1,2,113760,120,B96 B98,Southampton
392,Yes,Third,"Jansson, Mr. Carl Olof",Male,21,0,0,350034,7.7958,,Southampton
393,No,Third,"Gustafsson, Mr. Johan Birger",Male,28,2,0,3101277,7.925,,Southampton
394,Yes,First,"Newell, Miss. Marjorie",Female,23,1,0,35273,113.275,D36,Cherbourg
395,Yes,Third,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",Female,24,0,2,PP 9549,16.7,G6,Southampton
396,No,Third,"Johansson, Mr. Erik",Male,22,0,0,350052,7.7958,,Southampton
397,No,Third,"Olsson, Miss. Elina",Female,31,0,0,350407,7.8542,,Southampton
398,No,Second,"McKane, Mr. Peter David",Male,46,0,0,28403,26,,Southampton
399,No,Second,"Pain, Dr. Alfred",Male,23,0,0,244278,10.5,,Southampton
400,Yes,Second,"Trout, Mrs. William H (Jessie L)",Female,28,0,0,240929,12.65,,Southampton
401,Yes,Third,"Niskanen, Mr. Juha",Male,39,0,0,STON/O 2. 3101289,7.925,,Southampton
402,No,Third,"Adams, Mr. John",Male,26,0,0,341826,8.05,,Southampton
403,No,Third,"Jussila, Miss. Mari Aina",Female,21,1,0,4137,9.825,,Southampton
404,No,Third,"Hakkarainen, Mr. Pekka Pietari",Male,28,1,0,STON/O2. 3101279,15.85,,Southampton
405,No,Third,"Oreskovic, Miss. Marija",Female,20,0,0,315096,8.6625,,Southampton
406,No,Second,"Gale, Mr. Shadrach",Male,34,1,0,28664,21,,Southampton
407,No,Third,"Widegren, Mr. Carl/Charles Peter",Male,51,0,0,347064,7.75,,Southampton
408,Yes,Second,"Richards, Master. William Rowe",Male,3,1,1,29106,18.75,,Southampton
409,No,Third,"Birkeland, Mr. Hans Martin Monsen",Male,21,0,0,312992,7.775,,Southampton
410,No,Third,"Lefebre, Miss. Ida",Female,,3,1,4133,25.4667,,Southampton
411,No,Third,"Sdycoff, Mr. Todor",Male,,0,0,349222,7.8958,,Southampton
412,No,Third,"Hart, Mr. Henry",Male,,0,0,394140,6.8583,,Queenstown
413,Yes,First,"Minahan, Miss. Daisy E",Female,33,1,0,19928,90,C78,Queenstown
414,No,Second,"Cunningham, Mr. Alfred Fleming",Male,,0,0,239853,0,,Southampton
415,Yes,Third,"Sundman, Mr. Johan Julian",Male,44,0,0,STON/O 2. 3101269,7.925,,Southampton
416,No,Third,"Meek, Mrs. Thomas (Annie Louise Rowley)",Female,,0,0,343095,8.05,,Southampton
417,Yes,Second,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",Female,34,1,1,28220,32.5,,Southampton
418,Yes,Second,"Silven, Miss. Lyyli Karoliina",Female,18,0,2,250652,13,,Southampton
419,No,Second,"Matthews, Mr. William John",Male,30,0,0,28228,13,,Southampton
420,No,Third,"Van Impe, Miss. Catharina",Female,10,0,2,345773,24.15,,Southampton
421,No,Third,"Gheorgheff, Mr. Stanio",Male,,0,0,349254,7.8958,,Cherbourg
422,No,Third,"Charters, Mr. David",Male,21,0,0,A/5. 13032,7.7333,,Queenstown
423,No,Third,"Zimmerman, Mr. Leo",Male,29,0,0,315082,7.875,,Southampton
424,No,Third,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",Female,28,1,1,347080,14.4,,Southampton
425,No,Third,"Rosblom, Mr. Viktor Richard",Male,18,1,1,370129,20.2125,,Southampton
426,No,Third,"Wiseman, Mr. Phillippe",Male,,0,0,A/4. 34244,7.25,,Southampton
427,Yes,Second,"Clarke, Mrs. Charles V (Ada Maria Winfield)",Female,28,1,0,2003,26,,Southampton
428,Yes,Second,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",Female,19,0,0,250655,26,,Southampton
429,No,Third,"Flynn, Mr. James",Male,,0,0,364851,7.75,,Queenstown
430,Yes,Third,"Pickard, Mr. Berk (Berk Trembisky)",Male,32,0,0,SOTON/O.Q. 392078,8.05,E10,Southampton
431,Yes,First,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",Male,28,0,0,110564,26.55,C52,Southampton
432,Yes,Third,"Thorneycroft, Mrs. Percival (Florence Kate White)",Female,,1,0,376564,16.1,,Southampton
433,Yes,Second,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",Female,42,1,0,SC/AH 3085,26,,Southampton
434,No,Third,"Kallio, Mr. Nikolai Erland",Male,17,0,0,STON/O 2. 3101274,7.125,,Southampton
435,No,First,"Silvey, Mr. William Baird",Male,50,1,0,13507,55.9,E44,Southampton
436,Yes,First,"Carter, Miss. Lucile Polk",Female,14,1,2,113760,120,B96 B98,Southampton
437,No,Third,"Ford, Miss. Doolina Margaret ""Daisy""",Female,21,2,2,W./C. 6608,34.375,,Southampton
438,Yes,Second,"Richards, Mrs. Sidney (Emily Hocking)",Female,24,2,3,29106,18.75,,Southampton
439,No,First,"Fortune, Mr. Mark",Male,64,1,4,19950,263,C23 C25 C27,Southampton
440,No,Second,"Kvillner, Mr. Johan Henrik Johannesson",Male,31,0,0,C.A. 18723,10.5,,Southampton
441,Yes,Second,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",Female,45,1,1,F.C.C. 13529,26.25,,Southampton
442,No,Third,"Hampe, Mr. Leon",Male,20,0,0,345769,9.5,,Southampton
443,No,Third,"Petterson, Mr. Johan Emil",Male,25,1,0,347076,7.775,,Southampton
444,Yes,Second,"Reynaldo, Ms. Encarnacion",Female,28,0,0,230434,13,,Southampton
445,Yes,Third,"Johannesen-Bratthammer, Mr. Bernt",Male,,0,0,65306,8.1125,,Southampton
446,Yes,First,"Dodge, Master. Washington",Male,4,0,2,33638,81.8583,A34,Southampton
447,Yes,Second,"Mellinger, Miss. Madeleine Violet",Female,13,0,1,250644,19.5,,Southampton
448,Yes,First,"Seward, Mr. Frederic Kimber",Male,34,0,0,113794,26.55,,Southampton
449,Yes,Third,"Baclini, Miss. Marie Catherine",Female,5,2,1,2666,19.2583,,Cherbourg
450,Yes,First,"Peuchen, Major. Arthur Godfrey",Male,52,0,0,113786,30.5,C104,Southampton
451,No,Second,"West, Mr. Edwy Arthur",Male,36,1,2,C.A. 34651,27.75,,Southampton
452,No,Third,"Hagland, Mr. Ingvald Olai Olsen",Male,,1,0,65303,19.9667,,Southampton
453,No,First,"Foreman, Mr. Benjamin Laventall",Male,30,0,0,113051,27.75,C111,Cherbourg
454,Yes,First,"Goldenberg, Mr. Samuel L",Male,49,1,0,17453,89.1042,C92,Cherbourg
455,No,Third,"Peduzzi, Mr. Joseph",Male,,0,0,A/5 2817,8.05,,Southampton
456,Yes,Third,"Jalsevac, Mr. Ivan",Male,29,0,0,349240,7.8958,,Cherbourg
457,No,First,"Millet, Mr. Francis Davis",Male,65,0,0,13509,26.55,E38,Southampton
458,Yes,First,"Kenyon, Mrs. Frederick R (Marion)",Female,,1,0,17464,51.8625,D21,Southampton
459,Yes,Second,"Toomey, Miss. Ellen",Female,50,0,0,F.C.C. 13531,10.5,,Southampton
460,No,Third,"O'Connor, Mr. Maurice",Male,,0,0,371060,7.75,,Queenstown
461,Yes,First,"Anderson, Mr. Harry",Male,48,0,0,19952,26.55,E12,Southampton
462,No,Third,"Morley, Mr. William",Male,34,0,0,364506,8.05,,Southampton
463,No,First,"Gee, Mr. Arthur H",Male,47,0,0,111320,38.5,E63,Southampton
464,No,Second,"Milling, Mr. Jacob Christian",Male,48,0,0,234360,13,,Southampton
465,No,Third,"Maisner, Mr. Simon",Male,,0,0,A/S 2816,8.05,,Southampton
466,No,Third,"Goncalves, Mr. Manuel Estanslas",Male,38,0,0,SOTON/O.Q. 3101306,7.05,,Southampton
467,No,Second,"Campbell, Mr. William",Male,,0,0,239853,0,,Southampton
468,No,First,"Smart, Mr. John Montgomery",Male,56,0,0,113792,26.55,,Southampton
469,No,Third,"Scanlan, Mr. James",Male,,0,0,36209,7.725,,Queenstown
470,Yes,Third,"Baclini, Miss. Helene Barbara",Female,0.75,2,1,2666,19.2583,,Cherbourg
471,No,Third,"Keefe, Mr. Arthur",Male,,0,0,323592,7.25,,Southampton
472,No,Third,"Cacic, Mr. Luka",Male,38,0,0,315089,8.6625,,Southampton
473,Yes,Second,"West, Mrs. Edwy Arthur (Ada Mary Worth)",Female,33,1,2,C.A. 34651,27.75,,Southampton
474,Yes,Second,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",Female,23,0,0,SC/AH Basle 541,13.7917,D,Cherbourg
475,No,Third,"Strandberg, Miss. Ida Sofia",Female,22,0,0,7553,9.8375,,Southampton
476,No,First,"Clifford, Mr. George Quincy",Male,,0,0,110465,52,A14,Southampton
477,No,Second,"Renouf, Mr. Peter Henry",Male,34,1,0,31027,21,,Southampton
478,No,Third,"Braund, Mr. Lewis Richard",Male,29,1,0,3460,7.0458,,Southampton
479,No,Third,"Karlsson, Mr. Nils August",Male,22,0,0,350060,7.5208,,Southampton
480,Yes,Third,"Hirvonen, Miss. Hildur E",Female,2,0,1,3101298,12.2875,,Southampton
481,No,Third,"Goodwin, Master. Harold Victor",Male,9,5,2,CA 2144,46.9,,Southampton
482,No,Second,"Frost, Mr. Anthony Wood ""Archie""",Male,,0,0,239854,0,,Southampton
483,No,Third,"Rouse, Mr. Richard Henry",Male,50,0,0,A/5 3594,8.05,,Southampton
484,Yes,Third,"Turkula, Mrs. (Hedwig)",Female,63,0,0,4134,9.5875,,Southampton
485,Yes,First,"Bishop, Mr. Dickinson H",Male,25,1,0,11967,91.0792,B49,Cherbourg
486,No,Third,"Lefebre, Miss. Jeannie",Female,,3,1,4133,25.4667,,Southampton
487,Yes,First,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",Female,35,1,0,19943,90,C93,Southampton
488,No,First,"Kent, Mr. Edward Austin",Male,58,0,0,11771,29.7,B37,Cherbourg
489,No,Third,"Somerton, Mr. Francis William",Male,30,0,0,A.5. 18509,8.05,,Southampton
490,Yes,Third,"Coutts, Master. Eden Leslie ""Neville""",Male,9,1,1,C.A. 37671,15.9,,Southampton
491,No,Third,"Hagland, Mr. Konrad Mathias Reiersen",Male,,1,0,65304,19.9667,,Southampton
492,No,Third,"Windelov, Mr. Einar",Male,21,0,0,SOTON/OQ 3101317,7.25,,Southampton
493,No,First,"Molson, Mr. Harry Markland",Male,55,0,0,113787,30.5,C30,Southampton
494,No,First,"Artagaveytia, Mr. Ramon",Male,71,0,0,PC 17609,49.5042,,Cherbourg
495,No,Third,"Stanley, Mr. Edward Roland",Male,21,0,0,A/4 45380,8.05,,Southampton
496,No,Third,"Yousseff, Mr. Gerious",Male,,0,0,2627,14.4583,,Cherbourg
497,Yes,First,"Eustis, Miss. Elizabeth Mussey",Female,54,1,0,36947,78.2667,D20,Cherbourg
498,No,Third,"Shellard, Mr. Frederick William",Male,,0,0,C.A. 6212,15.1,,Southampton
499,No,First,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",Female,25,1,2,113781,151.55,C22 C26,Southampton
500,No,Third,"Svensson, Mr. Olof",Male,24,0,0,350035,7.7958,,Southampton
501,No,Third,"Calic, Mr. Petar",Male,17,0,0,315086,8.6625,,Southampton
502,No,Third,"Canavan, Miss. Mary",Female,21,0,0,364846,7.75,,Queenstown
503,No,Third,"O'Sullivan, Miss. Bridget Mary",Female,,0,0,330909,7.6292,,Queenstown
504,No,Third,"Laitinen, Miss. Kristina Sofia",Female,37,0,0,4135,9.5875,,Southampton
505,Yes,First,"Maioni, Miss. Roberta",Female,16,0,0,110152,86.5,B79,Southampton
506,No,First,"Penasco y Castellana, Mr. Victor de Satode",Male,18,1,0,PC 17758,108.9,C65,Cherbourg
507,Yes,Second,"Quick, Mrs. Frederick Charles (Jane Richards)",Female,33,0,2,26360,26,,Southampton
508,Yes,First,"Bradley, Mr. George (""George Arthur Brayton"")",Male,,0,0,111427,26.55,,Southampton
509,No,Third,"Olsen, Mr. Henry Margido",Male,28,0,0,C 4001,22.525,,Southampton
510,Yes,Third,"Lang, Mr. Fang",Male,26,0,0,1601,56.4958,,Southampton
511,Yes,Third,"Daly, Mr. Eugene Patrick",Male,29,0,0,382651,7.75,,Queenstown
512,No,Third,"Webber, Mr. James",Male,,0,0,SOTON/OQ 3101316,8.05,,Southampton
513,Yes,First,"McGough, Mr. James Robert",Male,36,0,0,PC 17473,26.2875,E25,Southampton
514,Yes,First,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",Female,54,1,0,PC 17603,59.4,,Cherbourg
515,No,Third,"Coleff, Mr. Satio",Male,24,0,0,349209,7.4958,,Southampton
516,No,First,"Walker, Mr. William Anderson",Male,47,0,0,36967,34.0208,D46,Southampton
517,Yes,Second,"Lemore, Mrs. (Amelia Milley)",Female,34,0,0,C.A. 34260,10.5,F33,Southampton
518,No,Third,"Ryan, Mr. Patrick",Male,,0,0,371110,24.15,,Queenstown
519,Yes,Second,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",Female,36,1,0,226875,26,,Southampton
520,No,Third,"Pavlovic, Mr. Stefo",Male,32,0,0,349242,7.8958,,Southampton
521,Yes,First,"Perreault, Miss. Anne",Female,30,0,0,12749,93.5,B73,Southampton
522,No,Third,"Vovk, Mr. Janko",Male,22,0,0,349252,7.8958,,Southampton
523,No,Third,"Lahoud, Mr. Sarkis",Male,,0,0,2624,7.225,,Cherbourg
524,Yes,First,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",Female,44,0,1,111361,57.9792,B18,Cherbourg
525,No,Third,"Kassem, Mr. Fared",Male,,0,0,2700,7.2292,,Cherbourg
526,No,Third,"Farrell, Mr. James",Male,40.5,0,0,367232,7.75,,Queenstown
527,Yes,Second,"Ridsdale, Miss. Lucy",Female,50,0,0,W./C. 14258,10.5,,Southampton
528,No,First,"Farthing, Mr. John",Male,,0,0,PC 17483,221.7792,C95,Southampton
529,No,Third,"Salonen, Mr. Johan Werner",Male,39,0,0,3101296,7.925,,Southampton
530,No,Second,"Hocking, Mr. Richard George",Male,23,2,1,29104,11.5,,Southampton
531,Yes,Second,"Quick, Miss. Phyllis May",Female,2,1,1,26360,26,,Southampton
532,No,Third,"Toufik, Mr. Nakli",Male,,0,0,2641,7.2292,,Cherbourg
533,No,Third,"Elias, Mr. Joseph Jr",Male,17,1,1,2690,7.2292,,Cherbourg
534,Yes,Third,"Peter, Mrs. Catherine (Catherine Rizk)",Female,,0,2,2668,22.3583,,Cherbourg
535,No,Third,"Cacic, Miss. Marija",Female,30,0,0,315084,8.6625,,Southampton
536,Yes,Second,"Hart, Miss. Eva Miriam",Female,7,0,2,F.C.C. 13529,26.25,,Southampton
537,No,First,"Butt, Major. Archibald Willingham",Male,45,0,0,113050,26.55,B38,Southampton
538,Yes,First,"LeRoy, Miss. Bertha",Female,30,0,0,PC 17761,106.425,,Cherbourg
539,No,Third,"Risien, Mr. Samuel Beard",Male,,0,0,364498,14.5,,Southampton
540,Yes,First,"Frolicher, Miss. Hedwig Margaritha",Female,22,0,2,13568,49.5,B39,Cherbourg
541,Yes,First,"Crosby, Miss. Harriet R",Female,36,0,2,WE/P 5735,71,B22,Southampton
542,No,Third,"Andersson, Miss. Ingeborg Constanzia",Female,9,4,2,347082,31.275,,Southampton
543,No,Third,"Andersson, Miss. Sigrid Elisabeth",Female,11,4,2,347082,31.275,,Southampton
544,Yes,Second,"Beane, Mr. Edward",Male,32,1,0,2908,26,,Southampton
545,No,First,"Douglas, Mr. Walter Donald",Male,50,1,0,PC 17761,106.425,C86,Cherbourg
546,No,First,"Nicholson, Mr. Arthur Ernest",Male,64,0,0,693,26,,Southampton
547,Yes,Second,"Beane, Mrs. Edward (Ethel Clarke)",Female,19,1,0,2908,26,,Southampton
548,Yes,Second,"Padro y Manent, Mr. Julian",Male,,0,0,SC/PARIS 2146,13.8625,,Cherbourg
